,0,1,2,3,4,5,6,7,8,9,10
0,0.24138600000000002,0.109171,-0.127126,0.380626,0.17234000000000002,0.314889,0.484429,0.31641199999999997,0.18880999999999998,0.13492200000000001,Marcus
1,0.303106,0.352558,0.082701,0.7039810000000001,0.261718,-0.391033,0.408929,1.0450139999999999,0.282354,-0.448209,Clarius
2,-0.116585,0.28189699999999995,0.17516800000000002,-0.15249000000000001,0.261718,-0.889332,0.371178,-0.024328,0.905984,-0.8778299999999999,Philippus
3,-0.32643,-0.6523939999999999,0.384996,-1.6942220000000001,-0.185173,-1.1384809999999999,-0.232828,-1.747116,-1.183175,-0.80738,Philippus
4,-0.437525,-0.471816,0.463236,-0.545248,0.261718,-0.9723809999999999,0.824183,-3.108388,-2.9917,-1.14103,Philippus
5,-0.412837,-0.346197,0.6019359999999999,2.211191,0.440474,0.356414,-1.138838,1.6236709999999999,2.371513,1.346221,Mongucus
6,0.056228999999999994,0.187683,-0.031104000000000003,-0.958476,0.261718,-0.598658,0.861934,-0.8852459999999999,-0.5283640000000001,-0.8489459999999999,Clarius
7,-0.128929,-0.03215,0.068476,-0.15165499999999998,-0.989576,-0.8062819999999999,0.295677,0.259758,0.251173,-0.767984,Clarius
8,0.13029200000000002,-0.275537,0.27474699999999996,-0.574878,0.261718,2.8894290000000002,0.6354310000000001,-1.180749,-0.8401790000000001,2.303929,Marcus
9,0.080916,0.438921,0.14315999999999998,-0.523288,0.261718,-0.598658,0.106925,-0.641641,0.18880999999999998,-0.491704,Ubuntius
10,-0.47455699999999995,0.446772,-3.210528,-0.7161609999999999,0.351096,2.72333,1.692443,-1.912981,-1.5885340000000001,1.500599,Marcus
11,0.24138600000000002,-0.157769,0.338762,-1.2039229999999999,0.261718,-0.058835000000000005,0.182426,1.066119,0.344717,-0.03555,Marcus
12,-0.042522000000000004,-0.29909,0.182281,1.151314,0.261718,2.100457,0.446679,-0.757551,-0.621908,1.7347099999999998,Marcus
13,0.117948,0.6273489999999999,0.075589,0.831628,0.261718,1.602159,2.4097009999999996,-0.742718,-0.497183,0.196511,Marcus
14,-0.042522000000000004,0.187683,0.22495700000000002,0.290963,0.261718,-0.01731,0.333428,0.030113,0.126447,-0.077694,Marcus
15,0.117948,-0.189174,0.029355000000000003,0.763359,0.887365,-1.3045799999999999,0.295677,1.8114759999999999,0.251173,-1.212661,Coronavirucus
16,0.37716900000000003,-0.07925700000000001,0.153829,-1.1029520000000002,0.261718,-0.266459,0.031425,1.1793879999999999,-0.060641999999999995,-0.139983,Marcus
17,-0.042522000000000004,-0.416858,0.569929,-2.224653,0.08296100000000001,3.346203,0.182426,-1.205406,-1.8379860000000001,3.057808,Esequlius
18,-0.091897,-0.11851300000000001,0.189393,1.280303,0.261718,0.564038,0.597681,0.53633,0.251173,0.29737600000000003,Marcus
19,0.10560399999999999,-0.149918,0.438342,0.934659,0.261718,0.06573999999999999,0.371178,-1.324733,-1.93153,-0.011066,Marcus
20,0.25373,0.219088,0.14315999999999998,0.720541,0.261718,-0.764757,0.031425,0.580287,-0.65309,-0.595643,Marcus
21,0.043885,0.274046,0.182281,0.095763,0.261718,-0.391033,0.371178,0.7493569999999999,-0.590727,-0.424966,Clarius
22,1.142487,0.062064,0.125378,1.0598299999999998,0.261718,0.231839,0.7864329999999999,0.211258,-0.902542,-0.107471,Marcus
23,0.15498,-0.16562000000000002,-3.210528,-1.3206799999999999,-0.185173,-0.01731,0.446679,0.359281,0.157628,-0.12337100000000001,Marcus
